Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance
4700,4700,0.08,36 months,renewable_energy,0.11,RENT,3416.67,3,2297
21200,21200,0.1,36 months,debt_consolidation,0.25,MORTGAGE,7916.67,18,7252
15000,14875,0.19,36 months,debt_consolidation,0.14,RENT,5000,12,10679
2800,2800,0.14,36 months,debt_consolidation,0,MORTGAGE,3458,3,0
15000,14875,0.13,36 months,wedding,0.14,MORTGAGE,4166.67,11,8014
24925,24925,0.11,60 months,debt_consolidation,0.25,MORTGAGE,6250,20,19245
15000,15000,0.12,36 months,debt_consolidation,0.21,OWN,5416.67,20,25464
9100,9100,0.06,36 months,house,0.15,MORTGAGE,3500,18,4315
12000,11950,0.12,36 months,credit_card,0.23,RENT,5416.67,7,13234
16250,16250,0.23,60 months,other,0.12,OWN,4300,10,16444
25000,25000,0.18,60 months,debt_consolidation,0.1,RENT,7666.67,12,14631
30000,30000,0.15,36 months,debt_consolidation,0.07,MORTGAGE,9000,8,19430
4800,544.89,0.12,36 months,credit_card,0.13,MORTGAGE,7083.33,21,44198
3000,3000,0.12,36 months,major_purchase,0.15,RENT,6333.33,13,8682
17000,16650,0.12,36 months,debt_consolidation,0.16,MORTGAGE,5292,9,21441
12000,12000,0.18,36 months,debt_consolidation,0.22,MORTGAGE,5833.33,10,11074
27575,27575,0.19,60 months,home_improvement,0.11,MORTGAGE,13125,16,25980
5000,5000,0.09,36 months,credit_card,0.21,RENT,3000,4,12841
9000,9000,0.13,36 months,debt_consolidation,0.13,RENT,3466.67,13,11103
12000,11650,0.13,60 months,car,0.21,MORTGAGE,5683,15,21583
16500,16500,0.08,36 months,debt_consolidation,0.27,RENT,4583.33,11,8176
18000,13003.66,0.12,36 months,debt_consolidation,0.22,MORTGAGE,6000,16,23518
30000,29975,0.19,60 months,debt_consolidation,0.04,MORTGAGE,5833.33,7,9249
30000,29975,0.21,60 months,debt_consolidation,0.11,RENT,7083.33,12,9121
10000,7945.17,0.13,36 months,debt_consolidation,0.24,RENT,3583.33,16,10193
12000,12000,0.16,36 months,credit_card,0.09,MORTGAGE,10000,11,22312
10000,10000,0.1,36 months,other,0.13,RENT,4285.5,17,11724
3800,3800,0.15,36 months,debt_consolidation,0.23,RENT,3666.67,11,13883
18775,18775,0.1,36 months,debt_consolidation,0.25,MORTGAGE,5850,20,27573
7200,7200,0.17,36 months,debt_consolidation,0.2,RENT,2500,14,4539
25450,25425,0.14,60 months,credit_card,0.26,RENT,4416.67,13,31828
6000,5975,0.11,36 months,small_business,0.21,OWN,5750,18,21440
8000,8000,0.06,36 months,home_improvement,0.1,MORTGAGE,7250,6,4938
10000,10000,0.14,36 months,debt_consolidation,0.17,MORTGAGE,4083.33,15,6418
4800,4800,0.15,60 months,other,0.22,RENT,3333,7,4147
7000,7000,0.12,36 months,debt_consolidation,0.12,RENT,5166.67,12,10513
9975,9975,0.08,36 months,debt_consolidation,0.07,MORTGAGE,5000,17,9773
30075,30050,0.23,60 months,debt_consolidation,0.22,MORTGAGE,5083.33,17,20976
10000,10000,0.11,36 months,major_purchase,0.17,MORTGAGE,8333.33,9,92399
30000,30000,0.12,60 months,debt_consolidation,0.11,MORTGAGE,5833.33,8,10787
16000,16000,0.17,60 months,debt_consolidation,0.08,RENT,4666.67,9,15200
21200,21175,0.18,36 months,credit_card,0.31,RENT,4500,15,17250
6500,6500,0.08,36 months,other,0.02,MORTGAGE,3208.33,5,269
19000,19000,0.1,36 months,debt_consolidation,0.16,RENT,3833.33,10,22033
6500,5329.76,0.12,36 months,debt_consolidation,0.09,RENT,1750,8,9317
1500,1500,0.21,36 months,other,0.14,RENT,3583.33,7,4747
24000,24000,0.24,60 months,debt_consolidation,0.25,MORTGAGE,11666.67,21,9733
20000,20000,0.19,36 months,debt_consolidation,0.17,RENT,8333.33,9,31870
10000,10000,0.13,36 months,credit_card,0.06,MORTGAGE,4166.67,5,8899
10000,6350,0.09,36 months,credit_card,0,RENT,13750,5,45
10000,10000,0.11,60 months,debt_consolidation,0.16,RENT,3250,5,11319
9000,9000,0.2,60 months,debt_consolidation,0.16,MORTGAGE,4333.33,9,5015
4200,4200,0.11,36 months,debt_consolidation,0.07,MORTGAGE,2750,12,4898
6625,6625,0.18,36 months,debt_consolidation,0.33,RENT,2916.67,13,11369
15000,15000,0.16,36 months,house,0.04,MORTGAGE,8833.33,6,113
3825,3825,0.14,36 months,debt_consolidation,0.25,RENT,2495.83,8,4560
4200,4200,0.09,36 months,home_improvement,0.16,MORTGAGE,7000,8,7167
17325,17325,0.09,36 months,credit_card,0.18,MORTGAGE,3333.33,17,11327
25000,25000,0.18,60 months,debt_consolidation,0.28,MORTGAGE,8606.56,11,15210
8000,7925,0.17,36 months,debt_consolidation,0.19,RENT,2083.33,4,20802
12000,12000,0.07,36 months,debt_consolidation,0.12,RENT,4416.67,12,4117
5000,5000,0.06,36 months,credit_card,0.16,RENT,3125,11,4557
14000,14000,0.1,36 months,debt_consolidation,0.17,RENT,4583.33,4,25
30000,30000,0.23,36 months,debt_consolidation,0.18,RENT,8791.67,13,28012
10750,10750,0.09,36 months,debt_consolidation,0.06,OWN,2750,5,4693
24000,23772.15,0.13,60 months,home_improvement,0.16,MORTGAGE,8333.33,24,56984
10000,10000,0.15,36 months,debt_consolidation,0.2,MORTGAGE,6041.67,7,6458
16550,16550,0.17,36 months,debt_consolidation,0.33,MORTGAGE,4333.33,15,12163
3300,3300,0.06,36 months,home_improvement,0.11,MORTGAGE,2500,9,11144
8000,8000,0.14,36 months,debt_consolidation,0.21,OWN,3500,12,7498
35000,32117,0.17,60 months,debt_consolidation,0.17,RENT,5416.67,5,39934
14000,14000,0.11,36 months,debt_consolidation,0.25,RENT,3200,7,21214
18000,18000,0.09,60 months,debt_consolidation,0.05,MORTGAGE,8333.33,8,5211
10000,9999.71,0.13,60 months,other,0.18,RENT,2500,8,3822
3600,3600,0.17,36 months,vacation,0.13,RENT,8750,8,51176
12000,10928.83,0.06,36 months,home_improvement,0.02,MORTGAGE,8000,12,5193
4200,4200,0.2,60 months,other,0.29,RENT,3166.67,16,7728
4200,4200,0.15,36 months,educational,0.15,RENT,6333.33,11,15578
11200,11200,0.22,60 months,debt_consolidation,0.06,RENT,5583.33,12,7952
15000,15000,0.16,36 months,debt_consolidation,0.08,RENT,4583,10,15821
12100,12100,0.12,36 months,small_business,0.25,RENT,8750,10,1642
14000,13975,0.14,60 months,vacation,0.1,RENT,3145.83,8,3449
4900,4900,0.06,36 months,home_improvement,0.07,MORTGAGE,2666.67,5,3455
19200,19200,0.12,36 months,credit_card,0.3,OWN,3583.33,11,29797
8500,8500,0.1,36 months,debt_consolidation,0.07,MORTGAGE,5333.33,10,3432
12000,11875,0.08,36 months,educational,0.15,RENT,3333.33,8,1357
21000,21000,0.19,60 months,credit_card,0.14,MORTGAGE,6000,10,17008
35000,24868.47,0.18,60 months,home_improvement,0.06,MORTGAGE,14000,7,3936
10000,10000,0.12,36 months,credit_card,0.16,OWN,3833.33,6,4734
10000,9975,0.18,60 months,car,0.09,RENT,4300,4,37
12000,12000,0.18,36 months,debt_consolidation,0.09,OWN,5746,12,9561
12000,10325,0.12,60 months,debt_consolidation,0.07,RENT,4166.67,11,5934
4000,3945.6,0.07,36 months,moving,0.24,RENT,3350,6,627
20000,20000,0.2,60 months,debt_consolidation,0.25,MORTGAGE,5416.67,12,33166
24375,24375,0.14,36 months,debt_consolidation,0.14,MORTGAGE,11500,16,35461
7500,4538.17,0.09,36 months,other,0.05,RENT,5000,10,8575
9550,9550,0.11,36 months,debt_consolidation,0.14,MORTGAGE,4000,8,9128
25000,24975,0.21,60 months,debt_consolidation,0.1,RENT,5077.58,6,17946
3600,3600,0.13,36 months,debt_consolidation,0.02,MORTGAGE,6333,6,12135
10000,10000,0.11,36 months,debt_consolidation,0.2,RENT,6083.33,3,924
20000,20000,0.07,36 months,debt_consolidation,0.11,RENT,10333.33,8,12632
35000,35000,0.11,36 months,home_improvement,0.09,MORTGAGE,8300,7,4421
12000,12000,0.12,36 months,credit_card,0.07,MORTGAGE,10416.67,10,31489
5600,2025.01,0.15,36 months,other,0.21,RENT,6083.33,7,2166
20000,20000,0.08,36 months,debt_consolidation,0.08,MORTGAGE,15000,11,14621
18000,18000,0.1,36 months,debt_consolidation,0.26,MORTGAGE,5925,14,23378
8000,7575,0.08,36 months,debt_consolidation,0.04,MORTGAGE,2430,5,2783
4000,4000,0.1,36 months,debt_consolidation,0.16,MORTGAGE,4166.67,17,13745
6000,5975,0.08,36 months,small_business,0.19,RENT,2100,9,4847
15000,15000,0.18,36 months,debt_consolidation,0.13,MORTGAGE,4333.33,9,17264
20950,20950,0.14,60 months,major_purchase,0.09,RENT,6666.67,7,5680
10625,10625,0.08,36 months,debt_consolidation,0.22,MORTGAGE,3333.33,15,15946
9000,9000,0.1,60 months,other,0.15,RENT,3500,5,3135
20000,11800,0.11,36 months,debt_consolidation,0.24,MORTGAGE,4166.67,11,24123
25800,25800,0.13,36 months,credit_card,0.19,RENT,4833.33,7,31427
10000,10000,0.07,36 months,debt_consolidation,0.11,OWN,4166.67,20,10385
12000,7595.31,0.12,36 months,small_business,0.11,RENT,3333.33,7,17495
18650,18650,0.2,36 months,debt_consolidation,0.2,MORTGAGE,4833.33,12,17740
10000,10000,0.12,36 months,credit_card,0.17,MORTGAGE,3816.67,8,10830
14000,14000,0.17,36 months,credit_card,0.1,MORTGAGE,12083.33,13,28318
14000,14000,0.14,36 months,small_business,0.28,RENT,9166.67,17,18813
14400,13714.83,0.18,60 months,debt_consolidation,0.07,RENT,5000,6,715
8000,8000,0.14,36 months,debt_consolidation,0.15,RENT,3108,3,3072
12000,11925,0.12,36 months,moving,0.16,RENT,10250,15,46336
24375,24375,0.13,36 months,debt_consolidation,0.11,OWN,10416.67,11,19981
3500,3500,0.08,36 months,other,0.22,MORTGAGE,7247,11,9592
7900,7900,0.14,36 months,debt_consolidation,0.08,RENT,3000,5,8990
10000,10000,0.12,36 months,debt_consolidation,0.2,RENT,3640,11,13124
10400,10375,0.18,60 months,small_business,0.09,RENT,7110.42,8,856
7500,7450,0.07,36 months,debt_consolidation,0.09,MORTGAGE,2916.67,6,7962
18800,18800,0.14,60 months,debt_consolidation,0.31,RENT,5000,13,16397
21000,21000,0.13,36 months,debt_consolidation,0.18,MORTGAGE,7916.67,10,9734
8500,8500,0.07,36 months,car,0.07,OWN,6300,13,9769
13200,13200,0.12,36 months,credit_card,0.16,RENT,3791.67,10,16187
3000,3000,0.2,60 months,other,0.2,MORTGAGE,4416.67,4,0
19200,19200,0.22,60 months,credit_card,0.1,RENT,5666.67,5,17783
13600,13600,0.19,60 months,credit_card,0.13,RENT,5651.33,13,24383
6000,6000,0.08,36 months,vacation,0.1,MORTGAGE,5500,6,790
22000,22000,0.15,60 months,debt_consolidation,0.29,MORTGAGE,3912,8,21633
12000,12000,0.15,36 months,debt_consolidation,0.14,MORTGAGE,3333.33,10,16181
5000,5000,0.18,36 months,vacation,0.14,RENT,8125,5,29602
31050,30750,0.08,36 months,debt_consolidation,0.19,MORTGAGE,6500,15,71549
10000,10000,0.08,36 months,major_purchase,0.13,RENT,6666.67,11,9261
10000,10000,0.14,36 months,debt_consolidation,0.21,RENT,3750,4,18621
13250,13250,0.08,36 months,debt_consolidation,0.23,RENT,2500,7,12957
5000,5000,0.14,36 months,debt_consolidation,0.18,RENT,5208.33,9,18055
14675,14675,0.13,36 months,debt_consolidation,0.25,RENT,3166.67,14,5727
7000,6875,0.1,36 months,home_improvement,0.02,RENT,2375,3,922
6000,6000,0.18,36 months,credit_card,0.33,OWN,1666.67,12,15055
20000,20000,0.13,60 months,debt_consolidation,0.18,MORTGAGE,4500,13,22946
7000,7000,0.12,36 months,debt_consolidation,0.32,MORTGAGE,3916.67,9,11648
1500,1500,0.12,36 months,other,0.15,RENT,3625,9,11346
35000,35000,0.18,36 months,debt_consolidation,0.16,RENT,11000,15,13766
20000,20000,0.18,60 months,credit_card,0.13,OWN,6666.67,17,8039
21000,21000,0.14,60 months,debt_consolidation,0.11,MORTGAGE,5333.33,8,19431
12500,12475,0.06,36 months,car,0.15,RENT,4944.92,11,6014
25000,2125,0.15,36 months,debt_consolidation,0.25,MORTGAGE,15416.67,24,245886
9600,9600,0.14,60 months,debt_consolidation,0.1,RENT,5500,8,8359
8100,8100,0.14,36 months,debt_consolidation,0.18,RENT,4600,9,2963
15000,15000,0.15,36 months,debt_consolidation,0.2,MORTGAGE,3666.67,11,13843
15000,14950,0.16,60 months,debt_consolidation,0.08,MORTGAGE,14000,14,5469
11000,11000,0.11,36 months,debt_consolidation,0.17,MORTGAGE,5000,17,8734
9600,9600,0.14,36 months,credit_card,0.19,OWN,5416.67,21,16278
25000,25000,0.13,36 months,debt_consolidation,0.19,RENT,5000,11,4345
14550,14550,0.13,36 months,debt_consolidation,0.21,MORTGAGE,4583.33,7,20141
10000,10000,0.11,36 months,debt_consolidation,0.18,RENT,2500,6,11120
24000,24000,0.11,60 months,debt_consolidation,0.21,OWN,8000,9,20247
20000,19950,0.11,60 months,debt_consolidation,0.24,OWN,5200,11,15709
25000,24975,0.11,36 months,credit_card,0.12,MORTGAGE,25000,14,37719
7200,7200,0.18,36 months,home_improvement,0.02,MORTGAGE,3250,4,1301
5000,5000,0.14,36 months,debt_consolidation,0.11,RENT,2916.67,5,4114
20000,19975,0.16,60 months,debt_consolidation,0.16,MORTGAGE,5000,13,20337
5600,5600,0.08,36 months,major_purchase,0.2,RENT,3166.67,12,32987
20000,20000,0.08,36 months,credit_card,0.01,RENT,10400,5,6969
6000,6000,0.09,36 months,other,0.17,MORTGAGE,12500,12,60368
3200,3200,0.17,60 months,debt_consolidation,0.08,RENT,2609,9,5382
24375,24375,0.14,36 months,credit_card,0.26,MORTGAGE,4583.33,11,27379
25225,25225,0.12,36 months,debt_consolidation,0.31,MORTGAGE,6500,8,11736
20000,19900,0.16,60 months,debt_consolidation,0.12,MORTGAGE,6666.67,12,20744
30225,30225,0.18,36 months,credit_card,0.28,MORTGAGE,8333.33,21,28631
7000,7000,0.07,36 months,credit_card,0.09,MORTGAGE,3352,14,14014
35000,14869.55,0.16,60 months,home_improvement,0.26,MORTGAGE,6308.75,14,34883
7575,7575,0.1,36 months,debt_consolidation,0.11,RENT,2375,3,5640
15000,15000,0.13,36 months,other,0.17,RENT,4166.67,11,9066
24000,24000,0.16,60 months,small_business,0.01,OWN,10000,8,0
19800,19775,0.15,60 months,debt_consolidation,0.15,MORTGAGE,6666.67,10,46879
9250,6475,0.11,60 months,small_business,0.03,MORTGAGE,8500,6,105060
6000,6000,0.16,36 months,debt_consolidation,0.06,MORTGAGE,6916.67,7,6309
3500,3500,0.15,36 months,other,0.07,RENT,5000,2,14064
7200,5675,0.15,36 months,debt_consolidation,0.1,RENT,4500,7,6572
12000,12000,0.06,36 months,medical,0.23,MORTGAGE,7500,8,5116
20000,20000,0.08,36 months,credit_card,0.14,RENT,7258.33,5,14268
3900,3900,0.12,36 months,debt_consolidation,0.08,MORTGAGE,2583.33,8,3724
16000,16000,0.19,60 months,credit_card,0.21,RENT,3416.67,8,26060
15000,15000,0.16,36 months,other,0.11,MORTGAGE,8583.33,6,3844
28200,28200,0.21,60 months,debt_consolidation,0.16,MORTGAGE,4833.33,18,27158
15000,14975,0.13,36 months,small_business,0.03,RENT,6666.67,3,2698
7400,7400,0.14,36 months,other,0.21,RENT,4166.25,17,6653
15000,15000,0.11,36 months,debt_consolidation,0.15,RENT,5150,9,5116
4500,4500,0.06,36 months,debt_consolidation,0.21,RENT,3644.83,8,1058
3000,3000,0.14,36 months,debt_consolidation,0.12,RENT,4789.33,9,1353
9000,9000,0.14,36 months,debt_consolidation,0.19,RENT,5833.33,13,11637
4000,4000,0.09,36 months,credit_card,0.24,RENT,4583.33,17,11351
10000,10000,0.17,36 months,credit_card,0.22,MORTGAGE,2916.67,18,21245
6400,6400,0.16,60 months,debt_consolidation,0.24,RENT,3500,9,973
4325,4325,0.1,36 months,debt_consolidation,0.02,MORTGAGE,11000,9,75
12000,12000,0.13,36 months,debt_consolidation,0.17,MORTGAGE,4583.33,9,41871
10000,10000,0.15,36 months,debt_consolidation,0.1,RENT,9000,12,5141
12000,12000,0.1,36 months,home_improvement,0.08,MORTGAGE,6250,9,11626
6000,6000,0.12,36 months,debt_consolidation,0.05,MORTGAGE,4333.33,12,9656
2200,2200,0.13,36 months,debt_consolidation,0.03,OWN,6666.67,2,10142
5000,5000,0.14,36 months,debt_consolidation,0.17,OWN,5000,9,14748
12000,12000,0.2,60 months,debt_consolidation,0.16,RENT,3376,12,8437
3000,3000,0.08,36 months,credit_card,0.22,MORTGAGE,5583.33,15,12968
30000,30000,0.21,60 months,debt_consolidation,0.17,MORTGAGE,13999.17,14,61579
10800,10800,0.12,36 months,debt_consolidation,0.27,RENT,5833.33,6,27585
10500,10500,0.18,36 months,debt_consolidation,0.12,MORTGAGE,8750,15,9984
10000,10000,0.07,36 months,debt_consolidation,0.05,MORTGAGE,10833.33,5,40827
24000,23950,0.12,36 months,debt_consolidation,0.27,MORTGAGE,5791.67,13,34104
16000,16000,0.14,36 months,debt_consolidation,0.03,MORTGAGE,3333.33,6,3909
15000,15000,0.14,36 months,debt_consolidation,0.13,MORTGAGE,3500,7,13036
9500,9500,0.22,36 months,other,0.16,RENT,4500,7,3673
35000,35000,0.19,36 months,debt_consolidation,0.16,MORTGAGE,18750,21,73813
5000,5000,0.08,36 months,debt_consolidation,0.22,MORTGAGE,4166.67,8,15502
15000,15000,0.12,36 months,debt_consolidation,0.12,RENT,6250,6,6622
5000,5000,0.15,36 months,debt_consolidation,0.17,RENT,1750,3,10361
19000,18975,0.11,36 months,debt_consolidation,0.2,RENT,4548.83,12,33809
11625,11625,0.16,36 months,debt_consolidation,0.31,RENT,2860,14,8374
25000,25000,0.08,36 months,wedding,0.13,RENT,6750,16,17193
8000,8000,0.13,36 months,debt_consolidation,0.08,OWN,7916.67,4,1442
9800,9675,0.09,36 months,major_purchase,0.15,MORTGAGE,3583.33,12,5164
6000,5975,0.08,36 months,wedding,0.01,RENT,5000,6,7161
10200,10200,0.12,36 months,debt_consolidation,0.18,MORTGAGE,5833.33,9,9817
10500,10500,0.07,36 months,medical,0.16,MORTGAGE,4853.33,9,2816
5000,5000,0.08,36 months,small_business,0.08,MORTGAGE,5500,11,16396
17500,17500,0.08,36 months,small_business,0.08,RENT,5416.67,4,17
4000,4000,0.19,36 months,other,0.11,RENT,1600,2,299
22000,22000,0.12,36 months,debt_consolidation,0.17,RENT,3916.67,4,22142
5000,4900,0.06,36 months,other,0.09,RENT,5520,10,7351
8000,8000,0.16,36 months,credit_card,0.29,NA,6916.67,14,21498
19125,19125,0.18,60 months,other,0.29,RENT,4166.67,14,28108
16000,16000,0.12,36 months,debt_consolidation,0.18,RENT,4166.67,14,16309
4500,4500,0.15,36 months,vacation,0.17,OWN,6000,18,5197
5800,5800,0.22,60 months,other,0.12,RENT,1416.67,3,6077
10000,525,0.15,36 months,credit_card,0.06,RENT,5416.67,4,2211
16750,16750,0.19,36 months,debt_consolidation,0.09,MORTGAGE,5666.67,8,13567
3600,3600,0.12,36 months,debt_consolidation,0.27,OWN,3333.33,15,12153
10000,10000,0.16,36 months,debt_consolidation,0.12,RENT,7500,12,17133
6000,6000,0.05,36 months,vacation,0.02,OWN,4250,14,1838
10000,10000,0.08,36 months,medical,0.13,MORTGAGE,7416.67,12,16297
10000,10000,0.18,36 months,credit_card,0.06,RENT,7166.67,4,15279
5000,5000,0.07,36 months,home_improvement,0.16,MORTGAGE,18750,10,129071
35000,34950,0.24,60 months,debt_consolidation,0.24,RENT,7331.25,16,28687
7000,7000,0.08,36 months,wedding,0.21,RENT,6000,9,6659
3000,1647.62,0.1,36 months,major_purchase,0,RENT,4583.33,3,37
28000,28000,0.16,36 months,debt_consolidation,0.06,MORTGAGE,6250,6,11923
15200,6800,0.16,60 months,home_improvement,0.19,MORTGAGE,12083.33,20,19712
15775,15775,0.15,36 months,other,0.03,RENT,4000,11,4058
30000,22425,0.11,36 months,home_improvement,0.08,MORTGAGE,22916.67,13,1945
3000,3000,0.1,36 months,wedding,0.05,OWN,4166.67,9,7321
15350,15350,0.18,36 months,debt_consolidation,0.15,MORTGAGE,4400,7,12823
26500,26500,0.1,60 months,small_business,0.17,MORTGAGE,5416.67,13,9966
6400,6400,0.06,60 months,home_improvement,0.03,MORTGAGE,6250,5,241
13200,13200,0.14,36 months,debt_consolidation,0.29,RENT,3833.33,9,8568
12000,12000,0.11,36 months,debt_consolidation,0.18,MORTGAGE,7300,9,38342
4000,4000,0.06,36 months,car,0.34,MORTGAGE,1887,19,55123
2500,2500,0.07,36 months,home_improvement,0.11,MORTGAGE,6166.67,14,24495
28000,27925,0.19,36 months,debt_consolidation,0.09,MORTGAGE,6666.67,6,14189
9000,8975,0.09,36 months,debt_consolidation,0.07,RENT,12500,4,12964
6600,6600,0.06,36 months,home_improvement,0.17,MORTGAGE,6250,14,17258
27050,27050,0.17,60 months,credit_card,0.28,MORTGAGE,5025,13,40037
4800,4800,0.16,36 months,major_purchase,0,RENT,4583.33,2,0
7550,7550,0.1,36 months,debt_consolidation,0.04,MORTGAGE,8333.33,10,10204
10000,10000,0.08,36 months,debt_consolidation,0,MORTGAGE,7083.33,9,2994
12500,12275,0.11,36 months,credit_card,0.12,RENT,4333.33,6,12568
27575,27575,0.19,36 months,debt_consolidation,0.19,RENT,5166.67,6,14935
20000,20000,0.13,36 months,debt_consolidation,0.04,MORTGAGE,7238.92,6,11751
15000,14900,0.15,36 months,major_purchase,0.09,RENT,3000,8,0
18000,18000,0.09,36 months,home_improvement,0.13,MORTGAGE,10500,15,4856
5400,5375,0.09,36 months,small_business,0.06,RENT,3000,2,90
23000,22950,0.16,36 months,credit_card,0.16,RENT,7083.33,8,9664
8000,7950,0.06,36 months,home_improvement,0.2,OWN,5833.33,8,0
3000,2950,0.13,36 months,debt_consolidation,0.04,OWN,1200,4,1643
7200,7200,0.07,36 months,credit_card,0.12,MORTGAGE,7083.33,6,15933
15350,15350,0.16,36 months,credit_card,0.07,MORTGAGE,5666.67,6,8128
6000,6000,0.12,36 months,wedding,0.21,RENT,3333.33,8,4638
15000,8081.65,0.13,36 months,debt_consolidation,0.13,MORTGAGE,2583.33,3,4923
5000,5000,0.13,60 months,moving,0.13,RENT,4416.67,13,7686
2575,2575,0.07,36 months,educational,0.05,RENT,6875,6,4678
1800,1800,0.14,36 months,vacation,0.24,RENT,4250,11,5757
10000,10000,0.14,36 months,NA,0.26,MORTGAGE,5416.67,6,18652
7750,7750,0.11,36 months,debt_consolidation,0.07,MORTGAGE,2916.67,5,6889
12000,12000,0.16,36 months,debt_consolidation,0.29,RENT,5666.67,21,16822
10000,10000,0.06,36 months,debt_consolidation,0.16,MORTGAGE,8333.33,11,14832
4950,4950,0.14,36 months,debt_consolidation,0.14,MORTGAGE,4166.67,15,8379
8400,8350,0.06,36 months,medical,0.15,MORTGAGE,3200,6,10576
3500,3500,0.12,36 months,other,0.18,MORTGAGE,5416.67,15,4067
12000,12000,0.16,36 months,credit_card,0,MORTGAGE,7083.33,16,16993
18000,18000,0.22,60 months,credit_card,0.17,MORTGAGE,5562.92,13,14866
14675,14650,0.13,60 months,debt_consolidation,0.29,RENT,3167,7,21088
13000,13000,0.14,36 months,credit_card,0.16,RENT,3250,6,6930
15000,15000,0.13,36 months,debt_consolidation,0.33,RENT,4166.67,10,13198
8250,8205.63,0.09,36 months,credit_card,0.24,MORTGAGE,3300,17,29576
6900,6900,0.14,36 months,credit_card,0.18,OWN,4166.67,9,9720
35000,35000,0.2,60 months,debt_consolidation,0.13,MORTGAGE,10416.67,14,26487
25000,23995.24,0.11,36 months,debt_consolidation,0.12,RENT,11166.67,6,28556
9600,9600,0.11,36 months,debt_consolidation,0.21,MORTGAGE,3833.33,9,44403
9000,8975,0.07,36 months,debt_consolidation,0.17,MORTGAGE,6750,7,12553
6500,6500,0.09,36 months,credit_card,0.31,MORTGAGE,6000,14,61865
1750,1750,0.11,36 months,credit_card,0.08,RENT,1833.33,4,1838
5000,5000,0.05,36 months,wedding,0.23,RENT,2833.33,7,4573
6000,6000,0.16,36 months,debt_consolidation,0.16,RENT,2500,5,5892
25000,25000,0.14,36 months,debt_consolidation,0.19,RENT,6083.33,19,14666
13000,13000,0.14,36 months,debt_consolidation,0.11,MORTGAGE,3358.33,7,6327
5875,5875,0.08,36 months,other,0.15,RENT,5416.67,15,2617
5000,5000,0.16,36 months,debt_consolidation,0.21,RENT,4583.33,19,11991
16000,7925,0.16,60 months,debt_consolidation,0.17,MORTGAGE,5500,6,6842
12000,12000,0.1,60 months,small_business,0.14,MORTGAGE,6666.67,10,6969
35000,35000,0.12,36 months,debt_consolidation,0.2,MORTGAGE,13933.33,18,24288
4800,4775,0.06,36 months,car,0.12,RENT,2800,6,9228
6500,6500,0.11,36 months,credit_card,0.14,MORTGAGE,2253,11,7558
25000,25000,0.13,36 months,other,0.04,MORTGAGE,11500,4,6578
1000,1000,0.08,36 months,debt_consolidation,0.06,MORTGAGE,9333.33,6,350
16000,16000,0.13,36 months,debt_consolidation,0.15,MORTGAGE,4166.67,6,1962
7675,2275,0.15,36 months,other,0.18,MORTGAGE,11666.67,13,12578
13600,13600,0.09,36 months,debt_consolidation,0.11,RENT,10000,15,18028
12000,12000,0.15,36 months,debt_consolidation,0.33,RENT,5500,21,13559
15000,15000,0.1,36 months,house,0.27,MORTGAGE,5250,11,44850
7125,7125,0.18,36 months,debt_consolidation,0.11,MORTGAGE,5636.75,14,5383
35000,34977.35,0.22,60 months,house,0.14,RENT,20833.33,12,79792
11575,11575,0.13,60 months,debt_consolidation,0.18,MORTGAGE,3750,12,18790
5000,5000,0.07,36 months,major_purchase,0.14,RENT,6000,7,1751
5000,5000,0.08,36 months,debt_consolidation,0.03,OWN,2500,5,4864
5000,527.49,0.13,36 months,debt_consolidation,0.13,RENT,4833,10,9816
7000,7000,0.08,36 months,debt_consolidation,0.13,MORTGAGE,6250,13,19848
20000,16755.89,0.15,36 months,debt_consolidation,0.25,MORTGAGE,6916.67,10,26938
7000,7000,0.07,36 months,debt_consolidation,0.17,RENT,4583.33,13,6897
20000,19900,0.1,36 months,debt_consolidation,0.18,MORTGAGE,7833.33,14,49898
6000,6000,0.08,36 months,major_purchase,0.2,MORTGAGE,7750,16,7533
14000,14000,0.08,36 months,major_purchase,0.11,MORTGAGE,21666.67,14,13850
30000,30000,0.19,36 months,debt_consolidation,0.15,MORTGAGE,9166.67,20,22299
18225,18200,0.18,36 months,debt_consolidation,0.25,MORTGAGE,5000,12,16398
12000,12000,0.07,36 months,other,0.16,MORTGAGE,11667,9,113671
10000,10000,0.12,36 months,debt_consolidation,0.13,MORTGAGE,5833.33,8,13885
16300,16275,0.15,36 months,credit_card,0.24,MORTGAGE,5222,11,40988
11000,2116.76,0.14,36 months,debt_consolidation,0.21,OWN,4167,14,17436
25000,20850,0.16,60 months,small_business,0.01,MORTGAGE,5666.67,2,0
24000,24000,0.12,36 months,debt_consolidation,0.29,MORTGAGE,7500,12,14804
6000,6000,0.07,36 months,major_purchase,0.09,OWN,2462.75,11,8644
10000,9975,0.11,60 months,debt_consolidation,0.23,MORTGAGE,5623.33,11,26898
2000,2000,0.09,36 months,car,0.24,OWN,3000,5,2117
6625,6600,0.11,36 months,credit_card,0.1,OWN,1916.67,10,5449
20000,6350.01,0.17,36 months,debt_consolidation,0.21,RENT,5333.33,11,11881
12000,11925,0.1,36 months,other,0.09,MORTGAGE,6250,8,5212
